,val0,val1,val2,val3,val4,val5,val6,val7,val8,val9,val10,val11,val12,val13,val14,val15,val16,val17,val18,val19,val20,val21,val22,val23,val24,val25,val26,Name
113,367788031,1246664906,468043512,530797296,614395645,901594957,414829920,607964662,1051394006,1180018872,1364148642,689621953,1069224581,88138501,1342003208,235544944,567376622,1151588280,967701444,893048727,1385387854,556004963,180206578,1061382935,322961261,856726636,1211091302,Truck
114,161284096,530240436,866072635,973204888,962517728,1092368334,1097863700,1118608656,1124852116,960562577,760541181,409037351,399058891,986886478,664869200,462867426,1057291453,169042137,209694918,133404045,911627662,224538396,993848472,366102652,807247476,1075949168,864384858,Truck
115,42795007,999066302,292215110,725968787,914584047,870341021,624906612,1215074988,146342269,412243303,585081554,692870064,970815583,1392930776,1253882092,862280483,694473373,496201156,1122609170,1086126498,1259362500,1058469800,125815107,1015803014,985852757,920995154,594619583,Truck
116,572063743,778109521,675761494,913650405,1122657528,409423379,1217198110,805991910,591325220,1350681316,841211342,946210954,1017206833,1019755254,1103698154,708708734,1058076173,895214152,1333052196,204942494,485133135,366985990,1196607600,1200725084,943429353,1052241586,874117778,Truck
117,327155712,1285321740,166338191,985974343,726890510,964406995,395912123,1159716636,1082271402,875353632,580630943,1075422480,862808632,886671070,364366387,484746912,710199498,833618615,861183360,713652792,680998203,1025906972,1034929108,570008182,901609514,525600666,1080223392,Truck
118,444399616,762147289,732707268,1129464982,1139696502,966456665,445167709,731944845,659160553,1038714095,474669016,1054338165,777429768,742216165,96489592,1177605884,824804046,1118014450,583800637,225772941,918357837,1052972882,1152921314,250697207,1189421540,867051172,715046818,Truck
119,551747583,981104594,951342110,1116211514,837009314,991051762,1312152714,1455318234,1168364128,190284117,765070583,644498553,215788811,946703821,408330108,1057142427,681147094,1261897780,1418001738,837709772,644440706,753955140,420697056,444198825,516748597,1187374324,454341073,Truck
120,1028718590,1067490543,364814392,985294146,974168896,423070045,1039186792,1200309898,1046230768,785824210,1097561772,614127011,958589972,296678478,549185632,1123847784,1251540344,532328338,313085922,723946619,807181417,1049733531,1300300230,551485085,1420842368,1094062760,891964808,Truck
121,329449472,1359248126,713684014,769529986,840553304,592016438,851259138,934914249,1354389944,833855366,642393111,1047067449,900425836,493663557,229593228,670851381,488246191,1104257390,772104969,1077048056,1042322752,594984076,249558269,1010325203,669965807,326957853,690374857,Truck
122,874512385,1232570028,932072225,449872269,916722594,771725095,903790633,87540372,1139718098,331054686,886680420,472090373,856892474,465596045,1034121378,1074565502,455348532,807524839,563813810,317398040,918328792,671289570,788450947,885505874,974517630,1239332682,641112511,Truck
123,25034751,705973483,921273526,886689655,1008558315,899948364,758314491,787221655,495702314,1359900804,143523503,593530529,1098692728,1055320579,1150368156,427346114,162160062,962672233,475517094,789965498,865155750,980069826,349441310,1041645473,976060111,484028700,946849831,Truck
124,979697663,745494915,1355415094,1381818164,1182287302,1225017524,578698321,689809933,920221959,328778112,314888232,672903747,650197849,1315495120,1163478330,1110913256,560142313,818158249,483699704,799053433,597341420,630255928,583702664,261617245,947983201,938456007,418922549,Truck
125,183762943,1053228336,363113186,1089323224,412610033,460923436,1033431837,999624983,443291361,502583130,874073920,947522326,993958761,899602950,1311617176,616659312,1076298464,969881273,750345537,843799743,1114055478,860364552,1125720430,879447907,793709068,1002798529,476127462,Truck
126,119865344,629331294,542824178,399173479,358570834,1129710702,807600367,1171076506,1043057688,968594561,620526377,1036524351,1258140276,647809932,446985443,667154627,767804261,970254790,449246638,1089088020,637225307,1022472240,655564638,1204136248,984931688,1004152274,882190435,Truck
127,473956351,1132452368,488267649,632715703,505372223,350863785,944117549,651306057,1156062270,662468485,87377062,532431932,1067071544,808637989,378485166,802582236,1076641344,722415731,353293072,808193118,696804284,340200150,454664059,410669420,497992115,337153039,461565471,Truck
128,311492608,578293939,1006721891,796655321,784367627,977639720,624216581,1069532648,747434783,1039342141,398009057,1066065263,160092348,988577332,968908927,1221343932,1171528692,267837770,459549983,1441569386,429530808,374566764,559282300,1215192226,461932486,716628758,1083574610,Truck
129,434372607,380484245,1184952364,570395244,1040216459,558994505,1037872603,676229703,521367935,1094289694,406569458,1019582975,573398787,589645559,297338345,342556079,1050619648,950392196,1147628406,569147762,552787489,466429162,643077175,997436804,943684740,966786646,802631292,Truck
130,688979967,922380732,1350823054,1386599030,973155059,1118037192,1111023832,726168961,1215328866,980224469,1150105504,900660032,1126239428,1083696328,1435745658,287159873,460673137,1341735694,839667421,1031403881,148383765,1106562994,1033383714,598224990,1111642902,862322587,1078143610,Truck
131,699727871,998288135,527541066,873448889,697971617,1150921506,847757921,743830747,943108481,1049925306,960164436,903471428,316635140,919819979,797423677,730476041,259583049,700236644,614296958,1026096967,745388249,846480309,1427206960,932534894,197842389,560304684,847088800,Truck
132,366346240,1129946090,467256982,705338137,898798789,1325964262,1036278357,1197927478,953925920,1336424162,446211287,1373707244,992270486,864594230,1130752700,520044961,858829654,1052695148,454717991,863233856,406817875,878451654,1070116228,979512952,703903532,1233963558,648713604,Truck
133,684064769,311417759,830438609,1085523082,863628519,1049423266,1365673954,1109608346,1327441038,562720089,607176984,976406313,825592445,897626246,1014959464,893286557,775873843,432209117,1320699690,940140114,1029182932,1069924127,503510322,854409989,662445378,886239729,898117871,Truck
134,1005322239,1070673508,937534095,881039189,636757737,693003013,951203781,809866385,1236151712,1084377242,627330533,810224704,389015044,305175499,1090200056,762901358,1082629760,1424029046,797746495,544891275,809061013,663138947,959455425,879832174,808769445,1273508750,897598711,Truck
135,188350463,948025398,822412132,928912794,1183789612,1088957360,723021739,965474854,938446181,989073090,627832548,1352891324,1217815860,1075956452,1260775560,1289033098,544988258,234292213,1071881272,209183931,646765095,525075950,768901730,1004850377,974097725,737831646,847401559,Truck
136,685899775,96236408,1104924754,1127346650,965177849,409008672,764976876,181412556,943153350,55337691,964592371,474842445,733198416,438239271,771590395,263085666,593572303,393659641,686927559,389255318,154737046,495996369,1104370162,965172739,1317341550,705290926,1156629294,Truck
137,1053687807,753000848,1354333588,1386612108,416642047,436661270,772759837,573785944,908358440,1116875326,814517472,716150997,900590191,698936403,531885463,988278792,737236528,982761597,653381963,949882718,566352751,500616568,1213739232,717537767,1265341272,589180205,1225515980,Truck
138,738263040,903031392,966312862,1385857736,553798617,369081006,896864563,833709497,1190156806,1018396213,717072818,1231901686,1078305976,819380202,890971825,555035393,846847803,675774810,59496618,906428894,729536522,1111146512,1302876000,641282558,261361141,1036725689,826380437,Truck
139,461766655,341231248,511935650,824339609,504551118,488093316,694438220,1205812130,682461311,769696748,1212858494,902481746,491728639,470795038,1042554413,719528290,1226642990,783703292,954114165,697298147,407697106,1166972160,551767446,744774000,648312575,888850662,1135537516,Truck
140,696385536,1164497326,742387638,287626364,744455441,1219583180,719808263,481446397,898595393,886645272,488362236,274925804,571692553,384827919,656117620,239864015,449861185,823364787,1118087074,856106119,1090584608,1348210896,869013140,1408787176,1162657180,910453483,1025996601,Truck
141,641794048,453504313,902363562,998301056,481750978,488585921,874743341,963259246,829004995,1115935408,998563845,856414223,378036686,459640144,976481429,871001432,950852946,1040025257,680009876,762171724,864347472,1005810007,1246384160,982909451,955889229,914036491,963878874,Truck
142,286785535,882323826,1096960466,200386005,857613905,1023498828,1207684376,1036985216,1055245126,1327593054,821444547,1047454981,318637002,967734867,1090707294,499503448,937141879,627206913,771454787,717441265,1145541728,1116988340,620764652,496356559,961794697,270260229,513686131,Truck
143,1023999997,1192490522,757880397,562178119,1379074416,909854190,848504473,700379467,1073858462,968089019,346527950,775006047,612787112,1104998684,632365754,1220178770,975074511,992833490,603791919,613462803,281893800,962419879,440848557,291060951,950328275,848664483,577915026,Truck
144,55508991,764095473,847752204,290680031,720907027,1092833936,555974102,903665738,727402725,501486876,810242223,979849138,981122891,701684509,880521024,1042430546,999222197,1118067938,998095485,591698881,1038372090,1090277736,790865930,622813610,391207889,988004792,499140433,Truck
145,248578047,964762438,598227690,1217749438,725793314,753460879,938381193,816875119,968276920,807673966,997101594,1096559586,716365428,1026738021,717403054,219483742,953687429,574125143,1014006376,1036768166,880369189,690529312,771597406,1129320004,453166003,797536350,900114813,Truck
146,500432895,1216505234,926034156,318964129,1060378870,797904753,948660403,572445859,300374388,841511690,754138227,903622413,1325002314,692592398,864015443,879959798,1046560262,1080880618,909499729,791260032,819719469,170252330,869225117,733055357,1025690863,478917372,821445955,Truck
147,598540287,763022018,340870023,700184380,596472708,988944031,538424402,1395511660,888540312,138863740,908910130,1032750853,1014127850,871122762,903255614,1013933590,761308616,386648866,871550702,868322383,1006622849,979461770,564283513,1254032674,983810046,915883667,1325483044,Truck
148,100139007,935619266,1015527411,959720890,1144364948,814699926,1117790532,1385877764,1183209560,297820476,659281606,306014514,327924974,1042340195,1135711428,1261060080,440738170,1168050854,974104539,929107976,888179081,771208506,976464685,475927196,571317032,942385416,598102022,Truck
149,88866815,953152219,586162222,857630152,775046005,1402324060,1310866128,1081331260,867237839,661031108,487400743,1296363688,1005912525,1023986874,1068570203,892223882,933961936,828095430,840937510,430911442,966602915,664692202,1207823430,549460058,1061544839,655303532,838189005,Truck
150,260571136,137096526,1470997136,1015473207,1390959510,824600551,1066761840,317689439,789893645,838572183,468019369,363208106,751488390,842308006,997947991,851971476,968702469,1184185524,958993303,620773076,1099582094,688185998,1396713036,1214548812,270986862,941287956,1120422026,Truck
151,88670207,890138874,526615234,320463082,1161168916,1057934790,737632740,920067684,699820290,772323609,772824358,660984365,526290286,30630666,861374035,691219160,892850671,943064559,315140597,1202345154,761930312,1024706760,177167973,149258826,842297344,1065454296,1107470494,Truck
152,791543806,567798340,243611588,1375223492,1130713978,1193172042,180159071,838903295,533211691,1363984638,1073590397,1170640248,1473730556,1008851191,580687097,1103803038,675008492,592012540,850322698,676416779,396854931,1054770367,972005521,1226789702,950487685,888695571,873354999,Truck
153,262602752,611612208,1089153202,922251527,730484598,402488645,1468768446,800260172,546258220,544653438,988431635,1199183446,562733958,955490023,295621087,1077347512,677138100,441013853,1019883406,411227263,497403844,685387874,521878014,923566793,1140037588,387567941,1128651138,Truck
154,334888959,953646197,1429195752,1274245560,978924616,872338602,494765238,1266912140,617163876,427126107,699764130,689866368,955569645,1313719658,414123477,1384926796,878380757,1043027852,833506266,511444530,491520559,395106732,591359073,953441445,749774023,342571507,1069737600,Truck
155,447676416,931361253,1464102752,1050570879,888644132,1095064364,201062701,165534900,1416726954,565161323,1071971515,868699496,1297219666,463487225,687590142,1265972602,1140264014,928939479,919563013,1424184886,507896151,654450025,1127531708,1146559882,1083275202,325974815,854246883,Truck
156,645726208,1414542918,579153462,745137674,483278880,979745232,1000608105,371030071,743224489,1019668066,894485059,1367202264,582614770,544194807,770652368,1141536160,939712480,936248096,1369351732,762966257,1114688558,1322876524,458955389,619523758,1047426426,1186409284,1020373501,Truck
157,1050279935,888847825,165650099,779261076,756888899,1064764591,832891035,827786471,531826307,969122784,896780189,1153372590,1173726446,1218691626,955054951,79847958,699898304,424512289,773314416,585865549,112174402,894112186,706606086,810154232,418875770,412983489,1214274334,Truck
158,29491199,372650065,461622779,842209453,490686431,1091333262,919955876,948871260,646583193,685685083,84930711,173910467,553610981,982841433,746997551,936231893,311014826,1203635920,323898163,880045818,1213535084,735880842,937018397,621049259,298984752,834223134,680729179,Truck
159,1066336253,940479781,956372519,799747605,741936795,675703810,986594653,580527579,639065057,731415389,1007385215,730767718,554168112,706013538,1123731560,682386162,891125718,693548124,506959915,657616762,851118679,833819641,1276380870,343460071,1113936370,1036452414,755143424,Truck
160,740950016,473882667,270286442,888735197,493939873,1024506786,1058314940,892199813,1267343588,1077707648,1350079534,740089605,1252465768,1109291046,1015669441,796304547,370171021,557174000,1011966653,327874178,477982635,991793628,870356330,1444995858,991546642,557403618,418551275,Truck
161,584908799,1124153020,1039380029,1129993072,1344906998,749322075,874009898,350086800,565027598,553281213,927210385,1194087632,409318040,801126019,887371065,1012358921,1123265482,768260359,772560108,1305052648,462534550,1137831202,812127699,543504752,616178028,160052765,906572311,Truck
162,890765309,1131219276,286533656,500163235,886043892,799639308,1146583082,1195382234,580023149,1062461009,682989557,448307576,484678627,979012692,342170018,1143199418,399509952,570118449,1174243986,1270391826,436605265,1473589646,580204927,1230434800,825181652,540220288,965604166,Truck
163,748158976,743135016,510718770,690129993,1063140324,1369252944,1224131172,1081249332,432412995,1186921510,1144598610,753533326,773304550,749271180,644282380,761915383,1231816846,1020932294,469116969,677826834,1065343244,1381174888,859394681,1393762412,802127462,904301224,858073976,Truck
164,293142528,760390387,1019552189,668459475,297807071,1403528694,782655438,997429920,213595276,1088248838,1176421312,699302196,827591555,962567469,1108273514,807394621,739798429,1006907692,1009644771,1303710528,404732279,1108805976,914974237,231736338,733113182,817877020,12560449,Truck
165,828702720,1113645960,216819856,884589294,589044552,1113630690,1198447600,814264935,1293668342,1168521940,421457391,949875263,1050167509,1117681294,866456339,851474480,1349413132,778972918,967754002,1088181306,1241063262,737465863,1265327718,764116296,466960091,687018605,455316310,Truck
166,1014038527,982334147,642758307,1019670454,480458835,1014299554,789800942,837125204,1110585678,962754301,619279615,834829532,559043365,506068596,482562229,1351072650,728835616,1031067816,275434861,1151244368,559085138,961689133,373556815,1034229425,568043096,992896224,253437334,Truck
167,865337343,346628314,1128016366,472904250,1075831292,1186742420,852057262,1015505311,406029941,1038834911,1349335154,858908401,746982672,662211633,1040036949,564932855,652394134,1428769950,1199205636,1054119683,803729885,886864220,929827313,948182331,988071072,274327429,1485167812,Truck
168,682164223,465841461,769369606,1240534014,1016973322,965243371,397248817,916336614,615250049,829454557,1040160474,1046735672,1133039020,1151791928,1256819726,905524823,844642677,874236002,774811124,930832962,977158326,318871124,341038224,946433543,743530197,151592659,767624839,Truck
169,82771967,1130177280,742850296,326570649,672984801,1294688508,526103696,51775638,1123539940,1191170076,930093075,1081684986,528498261,676281318,356717818,1023569179,933208058,1093977160,957457803,1015591880,476166606,887352646,895123939,772134716,1076034020,170689880,847938838,Truck
170,156434431,413178871,857203507,797862088,622490365,650189120,985945087,369208667,1411797098,971939506,529338206,1004231493,863100753,754995574,681441198,934383067,577071814,1294309980,104141890,147795340,977583310,384878276,1199974978,945861747,621584038,989702685,1260163326,Truck
171,705953792,575278259,732081905,1084128884,1119356542,931259489,553311015,751301867,645195445,399820760,1330499944,745962112,1123610842,1013020792,197624549,322693458,902389206,379821386,549437467,1137063808,1067265937,1075978598,965135430,674147685,460287071,854142764,809400985,Truck
172,687734782,408720637,568871336,620641206,974683198,703740738,1109208072,1297616216,711610012,698258860,951762560,515387073,734068504,1267039482,1002479892,338429572,517321362,561115773,977745294,584433202,577030367,398543444,712773436,433985292,898446890,671808024,726619615,Truck
173,989331455,1432440566,1264583450,800896732,555680275,561644875,886904998,1087357368,858434303,918518348,937064293,861907743,669185454,502383339,183597603,653775026,799196194,320211330,586663423,415817504,1121878298,836071978,901446129,903714850,665998655,1157811106,959563960,Truck
174,178716672,798227303,771281717,1023488974,1059165722,318559056,263213512,1058700498,612604375,1132269428,560038976,1064398074,286188301,720264753,1463050882,1341131868,914924407,936688930,1292729344,983874477,608961778,993161119,489179732,805854005,1084403342,897346067,617604582,Truck
175,991887361,776496818,712640297,320426227,1026402318,925479178,164878058,688158501,1418352994,577861243,965913090,950773725,397905468,908179810,1076084042,851175718,946487561,587698412,425224114,590426161,745434187,1155758328,920740654,680453465,823139546,997119706,566870390,Truck
176,991756288,1077544096,506022370,309882424,401361305,1084937882,878175045,312558398,66013085,546561769,627309994,1040978194,282897418,520945246,506545384,288128951,908931192,308153923,801727817,448724106,818089718,352138732,301126392,243633449,106753688,282581675,429103097,Truck
177,838729727,790289033,587364653,260344063,494304021,358338038,147340975,267801579,492989234,1377887894,687950993,169462739,408152994,517283365,415334435,788631665,129585206,898145346,646819815,894210145,793253155,518659878,275906906,145294302,224138667,41234124,67564342,Truck
178,809959424,683154066,541741024,508553964,179118130,300418017,605801645,351694634,752012297,948016986,414996074,889689032,303347395,309508779,421187140,698933928,669975800,873644772,483109172,720090622,902877796,368201670,218356215,449131820,245458388,217373605,407231296,Truck
179,762576894,169738505,649415345,225842371,668227030,695630193,396979409,948821271,560385872,644177556,467755764,533784357,290788970,511543440,463482191,145445787,194957114,229912001,985832548,273393327,993204108,635185446,45411884,523488704,261812771,20008721,323631011,Truck
180,790626303,920657524,295798970,193559070,322693075,230697378,382745961,436641898,575064365,1053837602,1228526674,992272041,152523336,359203889,703961918,768218639,249515782,671176418,643544311,212797753,1098565642,292672810,204449501,149034210,901101686,403664463,111246891,Truck
181,744226816,1112340672,463655435,456894451,200875280,357079530,198325092,187286466,268673043,569074330,918305028,479080546,548605330,222003700,521364012,558679763,646361583,248161784,227646316,337435652,604620640,290433282,315470559,237169713,95235714,127088675,51172496,Truck
182,1025572863,445163944,352349155,293987929,259531790,219734096,308716978,266458975,388717399,867777675,235671815,1022756085,676537156,224263191,649430730,403708807,762669817,1060562207,307454196,761499968,508257821,265481405,360293918,387944878,60212392,307888490,147893923,Truck
183,819462144,637314889,367217056,191356635,542014697,361805185,738394331,92769987,208443900,662083315,1016175882,785526814,173915998,545815758,309140067,109115520,840580978,665085955,516797096,712352817,554113210,178915488,490297737,825131239,412611584,165681151,500619253,Truck
184,584843263,677797095,332787174,372582883,127538149,338432282,404181316,393799053,450615179,914312124,1251480876,1044486241,55661731,266887489,403498459,169225347,938230398,434730841,603077187,214014764,508064262,202832305,658940456,732936199,200995274,367116539,435964133,Truck
185,122617856,1060891091,845827520,851720398,638125062,382176020,799985612,917077156,271555456,105130744,852151971,1005392819,920356670,89275007,722254259,392905026,572050456,812809073,350555044,733924251,488001848,964012005,853385298,384656557,619722029,719770833,694609126,Truck
186,751304703,521169574,720486727,737627725,296901472,333581455,643790673,633641746,788456877,973901954,1149312942,523772007,270941494,988731743,786610912,343742892,536331828,1091537348,198848395,169040104,932967515,581554054,195290121,247051319,469115831,659374518,168686105,Truck
187,272695295,671438390,480294868,341939805,217037491,353269091,581706528,195916054,453882618,1060818834,843698182,1117421386,894598647,573810672,749269928,236967486,462205457,224751600,553279838,206812002,1103257182,386817755,236910065,124102803,61131547,631027338,690868959,Truck
188,366280703,856923303,436931237,270276403,373288999,847424669,633952399,617278551,580600197,369685230,936747030,1035498231,1140416878,223529423,603515012,744146444,629704449,1410662832,1048190000,799759885,487689533,243663609,907415480,532627348,400152278,443925487,533170389,Truck
189,1007878144,257667046,448270865,390155628,572065072,394692731,625104929,916164702,438760413,901659908,640993097,921260320,489297951,397999951,127429683,1280209212,524739470,533259486,809434405,647418783,709033024,237905162,10707266,244864431,371720781,239486133,439159473,Truck
190,83034111,539849222,413232208,351073920,391735784,505459831,221735900,556699485,730766394,1050294916,1023179442,682494107,1113332234,180246060,321196291,702365946,89621600,578376766,819618745,395014155,1090082906,601075689,82034306,682322419,360416853,414515407,299582167,Truck
191,621543424,1044005163,1012557078,738137911,1235321706,411089742,719289162,773083413,451410635,962877889,927233989,294144028,749994753,577106262,955187795,958638242,1122706298,918625192,1155458456,816906192,874468705,1125516432,538472674,981323882,1061914629,947389916,620932768,Truck
192,1020788735,605032144,113533757,184640303,221422825,12311177,190313576,150650986,308110082,328445494,440137309,142440577,216283242,305452644,410928110,147573153,918888197,327852949,894449571,114385780,930746148,483636295,94575532,403939245,119414307,105537950,447314331,Truck
193,651165695,1077696316,406005397,450088243,665286514,1092008982,1051920195,1496443212,1015630018,1255574396,798397452,667332334,507904154,992550628,1037517843,831570383,991717369,1368433162,728430074,1035582881,1273173650,956229191,792858601,714439069,748413731,605070747,876249630,Truck
194,316866560,355313238,712143272,278310481,160477679,195287003,180855696,129598612,159138297,76282257,138349546,66226373,79859226,158316278,90922396,142481956,96194927,42791570,58342464,71625226,100510978,74260978,36272977,116506825,103548870,132400749,80061646,Truck
195,962658302,1136687522,864701467,706613276,88661428,560759826,1124626552,1019294219,1054774208,1309942244,856690382,1156999632,342473175,1328581228,599379753,439550751,360407368,644160740,741727149,729280462,873903621,825716041,395899002,645815945,1020301900,778910749,828035337,Not Truck
196,783286271,1082701486,651648880,682797790,1208714104,821620530,1035137481,1168457552,705809971,996129175,1201228648,826318811,883669835,1020072046,740956595,952076994,46140020,612771465,777857880,890153167,937503626,1160958926,410738131,1426381614,847902909,1508113056,295063156,Not Truck
197,546897920,516368315,953482248,730357011,237474988,920908947,1005546608,1273115108,884319424,1267375920,826073789,1058399584,438688102,506845507,793233115,922553575,636749201,1385292084,1286082110,936740659,784142910,629766297,968254285,899752791,978449068,1032980647,817336693,Not Truck
198,1007943680,808945537,1020631060,511303244,51228762,1095235500,1091807186,652425098,659622633,884090302,898842412,932577207,954196187,873989429,679604628,868993414,987098904,374577221,806248410,1074150154,707567922,670665061,1064798593,252301249,736524667,416685858,839838499,Not Truck
199,369426431,616189169,142126371,1157901556,1056207373,896845883,879760298,1058942234,847362096,1116622548,867052498,989491979,996276271,608495127,614678281,752594400,348296893,1364846216,126869156,868579002,400893608,1283556900,833912301,1001936213,726089487,1071402088,1185727496,Not Truck
200,177733631,1047618458,1170097716,333441503,1139651172,1293298118,513458384,889844968,707608839,992352281,940598663,1408914862,1316307580,404798447,781394841,949275421,1076924096,570988138,1233865270,441358416,997872640,839315982,867374439,441964813,879681563,1259965554,1167142938,Not Truck
201,469499904,903185913,1125498386,520465213,993509119,701576134,996177556,589471681,1302600190,1041264870,942906619,893414575,1263459930,876037482,733883263,290746514,961128917,405540890,1058680170,1205313530,1236664044,201203252,1007384985,357999798,1416860096,943533013,603128788,Not Truck
202,181796863,211216590,182417787,563090435,1159788306,539249461,459463422,967699129,679079121,540604368,252860539,822781573,1331359882,1358383750,1139056582,1230756602,721652512,473533533,1344945660,1111455252,1089864348,898795544,1064559992,615804292,661261510,584748293,887522268,Not Truck
203,888930304,302568097,1209981438,1182490304,454085395,988728772,981291028,821020623,189288412,759527267,1022725235,563055136,897983292,892946432,774424548,635102939,1128788786,822466705,459090487,1136130298,838087671,964550177,552956542,932235968,580327702,674697590,1177454718,Not Truck
204,503185408,1112847346,950900469,335598081,424689446,1130277476,676043408,1050547634,1201203854,1137306078,1086881298,1041879005,406622866,853337466,966302249,1103431684,866357180,1157634310,374255407,34319752,586724153,1088091360,1479754240,1105983870,883787271,577494288,399041567,Not Truck
205,848297984,771080918,355413450,1076723844,633571581,403091653,770477849,525929818,1256269686,1041306000,685391828,1031702584,927861569,937395608,345100730,698822605,985838185,49629686,353132965,220227972,793232061,619434060,633881447,1250524054,916270931,945122829,694167981,Not Truck
206,426508288,420092111,136859183,605791770,1180382020,819596247,923807339,961419214,1044420387,745259502,1007588768,471816975,631879165,235351287,435896220,1238598100,413739183,1000603398,193987162,639550239,488491087,722236773,599554023,1024977337,757827170,1000174276,636422401,Not Truck
207,89260032,716401134,1045745615,1275705836,1258690368,445693614,601504771,502054436,268183053,1041183599,1012666826,985150027,121431814,1143624420,582740665,311796647,1224992554,1141346122,266968901,643682107,815257992,1336682268,139753264,228684709,857657297,567026607,264369319,Not Truck
208,910163967,366271440,425411813,102343345,255574418,231814991,532104279,790237963,1015166519,413647255,617521881,917683293,612015384,534062790,950924572,806152956,1220831246,614131380,1036952139,534217621,865216824,799348708,1205119174,1308001900,823917210,1126220988,790864429,Not Truck
209,815661054,1313122546,595906540,713004052,831674548,919715875,350304308,952564355,833118114,776601956,1034894999,510656875,1051060081,704874169,926157033,1332270966,868799787,1028749082,973877860,1055183173,603303674,1157723256,839019076,673640234,1054371327,698229008,520797500,Not Truck
210,691666943,1247208110,822158260,1334693540,634367468,858310270,519894564,1230527526,469316982,972703794,745354572,150061069,864315830,1094119310,1291751248,897113766,707137059,319606456,524032008,960041621,220540928,751793332,1384745896,167119485,897459632,1044426625,927479989,Not Truck
211,473759743,573617771,323578224,323870931,1214264142,291030728,799310054,891211364,444614627,1145461546,1024964324,1076207864,652518408,1117933456,822034032,1087034452,667851920,202084610,851872785,335684469,125391049,133683713,864222085,160632105,486416719,966111616,805213749,Not Truck
212,184418304,1289661638,1033359455,807896151,583030889,995571248,340229728,410511700,1049115206,730481014,577158312,823612196,908839802,281407589,550314070,792700273,317969501,1107727638,797041406,1352923736,958980209,1412313422,1041180946,279402054,474304101,970119308,882257517,Not Truck
213,296812543,1065374615,618738764,1108442166,1223615728,700185441,1031586643,788590538,1273867474,965202601,924717480,95930456,748894731,765859237,1065978758,819163813,1192805684,882765885,255049091,1082097476,1003571410,971086048,430809937,845871293,1423781654,948853827,668409803,Not Truck
214,162398208,1155517448,830785994,1204817734,835540909,607075074,351722571,1073663126,352098434,1000535715,658030474,1039748274,979824979,1220962316,906772306,1172464298,847470760,337789092,896907115,503179264,52358752,598142217,680781264,681480416,1173370650,1337667714,880143268,Not Truck
215,543031295,960589890,1137493582,922778791,906765228,1049212578,890246198,987407183,730385248,774509545,1105413332,881367404,515311344,896930898,1041463402,429373214,910684586,790086813,477162458,978515037,934626087,790432391,1125291178,1216858010,640681712,107437742,1402577498,Not Truck
216,638975999,1003844567,976096546,922354928,858183083,698193296,743695738,941984818,460852216,1185688880,1260503624,495871786,881390417,172027119,683881895,225402838,512093456,303871835,448360365,1369140228,308298521,363427126,831795278,1215503562,661181792,1170954196,1334557224,Not Truck
217,1033371647,348202876,205328100,1137864188,539275399,1051579142,927276025,439218036,736070537,1078217196,701727280,772406620,612996406,1097966636,1040763786,296307788,1196315682,841230019,341333962,820102029,926787910,757397039,696419997,1013300897,1027088562,1053480308,730132847,Not Truck
218,562036736,943175340,1214108090,915516272,550095557,528757985,1125919436,556432550,719621344,570663600,1186807930,832152494,387783004,408404048,1249254458,953864944,755155517,512136332,1157313292,1213851960,1332165526,660988036,1001087079,1437620392,402884756,847316239,1298740652,Not Truck
219,668139520,891691856,470100719,601453470,643277421,1045353104,915620754,249226700,868636658,816693356,725082664,1024860878,236975294,836899080,857028573,358899848,626554849,1106364788,1194724326,647095593,1039257136,277345127,735811965,769765481,347783800,1355030000,245207828,Not Truck
220,719519745,1124218264,946608551,666047433,1262331708,1070186879,981081655,279905618,516384549,666437848,636965316,1298637368,652857265,498300119,534017444,937168441,900993265,951949661,853944248,1068436588,958400045,1176971412,467491420,1035746196,636712004,868552297,1003359045,Not Truck
221,877330430,1372774540,769153545,986140555,548579265,769632806,1190093484,283237247,815947867,530511630,774113182,1231262560,1399670118,1326599328,976972402,472355717,906198890,975909436,1239984618,425352245,1030639323,537270017,949290409,1271568200,959283717,1288946456,1123900556,Not Truck
222,252116992,926183204,939213856,1260227632,700932878,660984948,646546103,432168185,845997022,1167572574,628582706,670204414,560802507,923344913,1057781801,986757954,883130908,956235511,874110782,1074818248,1207063610,1082983130,1098212324,655470421,205836578,354606003,895348597,Not Truck
223,277741567,1344013062,1026765055,1076431108,981614021,326760694,1259064348,1089497548,787603884,1188760040,657445194,269653002,671279262,694816897,143541113,400686391,1139561264,1341521740,207458180,846313708,296183341,1052309181,195516746,656207160,420143452,707029672,554463655,Not Truck
224,150929407,1041258492,1439428880,1142380634,1206777318,1244025636,1002923303,1255689468,465413444,364693784,389764950,848970748,924748925,727122610,1039160612,1317938902,712091942,879262314,991342441,753250927,1120018342,847433304,1262839126,900126246,975198698,1114185950,786701306,Not Truck
225,88604671,502902715,1030181201,517419189,1055563237,590785575,1004569512,733586397,1107357624,898094821,717342250,447764994,1451200054,1016506669,1204542034,1439438000,569457258,331960529,1066803961,708334271,804843905,957424738,908833109,1039306823,905253006,1009086654,670524382,Not Truck
226,674758656,872488941,802185715,943611707,973174676,785033679,1246545948,267759023,1068964628,1249101634,706215736,1031011421,912646180,565919204,810450021,886037967,147118438,1330001098,324172225,1214941698,1384936864,550609451,585369011,641677603,1256691850,573652297,928702010,Not Truck
